"leverancier"	"aantal_kostensoorten"	"totaal_staffel"	"diversity"
"deLex Uitgeverij"	6	6	6
"De Limes Nieuw Organiseren"	6	6	6
"De Lisdodde"	6	6	6
"Dell Computer"	12	24	6
"De Nachtegaal Hotel-Restaurant"	6	6	6
"Den Bosch Evenementen"	6	6	6
"De Nieuwe Jutter Stg"	6	6	6
"Dentalair Products Nederland"	6	6	6
"De Olifant Evenementenlokatie"	6	6	6
"De Palatijn Zorghotel Alkmaar"	6	6	6
"De Perslijst"	6	6	6
"De Prael Brouwerij"	6	6	6
"De Prinsenkelder Restaurant"	6	6	6
"De Ringweg Cafe-Restaurant"	6	6	6
"De Schildkamp"	6	6	6
"De Sinjoor"	6	6	6
"De Smidse Restaurant Hotel"	6	6	6
"De Staat Strandpaviljoen"	6	6	6
"De Stadstuin Restaurant-Grand Café"	6	6	6
"De Steiger Catering"	6	6	6
"De Tapperij Restaurant"	6	6	6
"De Tapuit"	6	6	6
"De Telebuchfactuur"	6	6	6
"De Verlenging Eetcafe"	6	6	6
"De Vreugdehoeve"	6	6	6
"De Vrouwenpoort"	6	6	6
"Dewerking"	6	6	6
"De Wijkplaats"	6	6	6
"De Wijnhuistoren Restaurant"	6	6	6
"De Wits Café-Restaurant"	6	6	6
"De Wittenburg"	6	6	6
"De Zaak Brasserie-Café"	6	6	6
"De Zalm Restaurant Cafe"	6	6	6
"De Zeemeeuw Strandpaviljoen"	6	6	6
"De Zeeuwse Stromen - Hotel/Congresc"	6	6	6
"De Zoete Inval"	6	6	6
"De Zoete Inval Bistro"	6	6	6
"Distinguished (Jan Jaap van Weering)"	6	6	6
"DLT Media (incl. De Leestafel)"	6	6	6
"Dog Sport Holland"	6	6	6
"Dom Hotel"	6	6	6
"Dominicaans Activiteitencentrum"	6	6	6
"Dom-Nederland"	6	6	6
"Dopper"	6	6	6
"Dor"	6	6	6
"Dorma van Duin Nederland"	6	6	6
"Double Healix Educational Media"	6	6	6
"Drijver Bloemsierkunst"	6	6	6
"Drums And Barrels"	6	6	6
"Dubbel Eten & Drinken"	6	6	6
"Duinzicht Hotel"	6	6	6
"Dupa Veiligheidstechniek"	6	6	6
"Dutch Aviation Group"	6	6	6
"Dzb Party Catering"	6	6	6
"Ebo van Weel"	6	6	6
"ECI Horeca"	6	6	6
"Ecolab"	6	6	6
"Educom"	6	6	6
"Eek & Ruijgrok, Restaurant Piet Hein Eek"	6	6	6
"Eetvilla van den Brink"	6	6	6
"Effectivents"	6	6	6
"Eik en Linde Cafe"	6	6	6
"Elzenhagen - Motel Restaurant"	6	6	6
"Endemol"	6	6	6
"ENMO Nederland"	6	6	6
"Erdee Media"	6	6	6
"Erfgoedhuis Zuid-Holland"	6	6	6
"Ergoweb (Kantoorinrichter)"	6	6	6
"Erik Hartman Communicatie"	6	6	6
"Eringa Av Verhuur"	6	6	6
"Erkon Engineering"	6	6	6
"Eurohotel"	6	6	6
"Euro Mobil"	6	6	6
"Evema Telecom"	6	6	6
"Exide"	6	6	6
"Expert Shops Nederland"	6	6	6
"Eyewish Groeneveld"	6	6	6
"E-Zorg"	6	6	6
"Fabius Opleidingen"	6	6	6
"Fa.H.A.Tibbe,Bloemsierkunst"	6	6	6
"Famous AVL"	6	6	6
"Feest & Culinair"	6	6	6
"Felicivin"	6	6	6
"Fietsspecialist Quist"	6	6	6
"Fjord"	6	6	6
"Flevomeerbibliotheek"	6	6	6
"FlexCentraal"	6	6	6
"Flinstering Restaurant"	6	6	6
"Florapro"	6	6	6
"Fluke Nederland"	6	6	6
"Fort Aan De Klop"	6	6	6
"Forum Instituut voor Multiculturele Vraagstukken"	6	6	6
"Fotobureau Hendriksen/Valk"	6	6	6
"Foto Verschoore (Vego)"	6	6	6
"Fresh Today"	6	6	6
"Fries Museum"	6	6	6
"FUNDAT@"	6	6	6
"Gaetano Productions"	6	6	6
"Gebr. Stoop Waarland"	6	6	6
"Gebr. van der Winkel"	6	6	6
"Geniet Eetwinkel"	6	6	6
"Geofort"	6	6	6
"Geometius"	6	6	6
"Geonovum"	12	24	6
"Gerecht Grand Cafe"	6	6	6
"Gerrickens Training & Advies"	6	6	6
"GGMD voor Doven en Slechthorenden"	6	6	6
"Gilde Den Haag"	6	6	6
"Glaspunt"	6	6	6
"Global Edutainment"	6	6	6
"GLS General Logistics Systems"	6	6	6
"Goesting Restaurant"	6	6	6
"Gotcha Beachlounge Club"	6	6	6
"G. Peeze Koffiebranderij"	6	6	6
"GPSSpellen/Stadsspellen"	6	6	6
"Grape District"	6	6	6
"Grevelingen Restaurant"	6	6	6
"Griftpark1 Eten en Drinken"	6	6	6
"Groenhart"	6	6	6
"Hallmark Cards Nederland"	6	6	6
"Hanel Kantoor- en Magazijnsystemen"	6	6	6
"Hans de Bruijn Training & Advies"	6	6	6
"Hans Struijk Fietsen"	6	6	6
"Hartenstein@Laurie Restaurant"	6	6	6
"Hatz Nederland"	6	6	6
"HCR Wilhelmina"	6	6	6
"Heartmax Benelux"	6	6	6
"Hekon Valentijn"	6	6	6
"Helicon Conservation Support"	6	6	6
"Hemrica"	6	6	6
"Hengelo Motel"	6	6	6
"Henk Maas Weegschalen"	6	6	6
"Het Brouwcafe"	6	6	6
"Het Coachhuis"	6	6	6
"Het Feestbeest"	6	6	6
"Het Groninger Landschap Stg"	6	6	6
"Het Hart van Weesp Hotel-Restaurant"	6	6	6
"Het Hooihuis"	6	6	6
"Het Paleis"	6	6	6
"Het Prentenkabinet"	6	6	6
"Het Wapen van Rhoon"	6	6	6
"Hiawatha"	6	6	6
"HILLSAFETY"	6	6	6
"H.J. van Oort Transport Eck en Wiel"	6	6	6
"Hobeka"	6	6	6
"Hoek Vervoer"	6	6	6
"Hofker Hotel"	6	6	6
"Hofland Groothandel"	6	6	6
"Hofstede De Nieuwe Donck"	6	6	6
"Hoge Noorden Het"	6	6	6
"Hooghiemstra Hardegarijp"	6	6	6
"Hoog Holten Restaurant & Hotel"	6	6	6
"Horecacentrum De Hertenkamp Assen"	6	6	6
"Horeca IJsseldelta Stadion"	6	6	6
"Horizon Design en Development"	6	6	6
"Horticoop"	6	6	6
"Hotax"	6	6	6
"Hotel De Limbourg"	6	6	6
"Hotel De Wageningsche Berg"	6	6	6
"Hotel Exploitatiemaatschappij Chagall"	6	6	6
"Houthoff Buruma Advocaten"	6	6	6
"H.R. Guest Fotografie"	6	6	6
"HR Telecom"	6	6	6
"Huis Ter Duin Grand Hotel"	6	6	6
"Huis van Bewaring Bed & Breakfast"	6	6	6
"IABR Internationale Architectuur Biennale Rotterdam"	6	6	6
"Icara"	6	6	6
"Idols Rijswijk"	6	6	6
"ID Systemen (Cardprintershop.nl)"	6	6	6
"Iedema Projectstoffering Wateringen (incl. Martin Kok Projectinrichting)"	12	24	6
"IEPC Incentive Europe Premiums Concepts & Licensing"	6	6	6
"Ijsseltours Touringcarbedrijf"	6	6	6
"Il Lago"	6	6	6
"IMK Instituut voor het Midden- en Kleinbedrijf"	6	6	6
"Immolab"	6	6	6
"Impuls"	6	6	6
"Indomo"	6	6	6
"Informagic"	6	6	6
"Inscentives Europe"	6	6	6
"Insolad"	6	6	6
"Instituut SMO"	6	6	6
"Instruct"	6	6	6
"Interim Masters"	6	6	6
"Internlnet"	6	6	6
"Ipanema"	6	6	6
"IP Uitgeverij"	6	6	6
"Iris-International"	6	6	6
"Isolectra"	6	6	6
"It Fits"	6	6	6
"Jachtwerf Möllers"	6	6	6
"Jackies Restaurant (BAX)"	6	6	6
"Janssen & Fritsen"	6	6	6
"Jan Van Leusen BV"	6	6	6
"JAVO Bedrijfshulpverlening"	6	6	6
"Jeroen Bosch Ziekenhuis, Institute"	6	6	6
"J.L. de Jong Touringcarbedrijf"	6	6	6
"JMT International"	6	6	6
"Jopen Horeca Exploitatie"	6	6	6
"Jörgen Caris"	6	6	6
"Jumbo Supermarkten"	6	6	6
"J. van Amesfoort Bloemsierkunst"	6	6	6
"Karst Grit Media"	6	6	6
"Kee Lun Palace"	6	6	6
"Kennelbouw Exclusief"	6	6	6
"Kent Nederland"	6	6	6
"Keynote"	6	6	6
"Kieback & Peter Nederland"	6	6	6
"Klantocratie"	6	6	6
"Kloosterman Advies & Opleidingen"	6	6	6
"KNAG"	6	6	6
"KNNV Uitgeverij"	6	6	6
"Koeman's Catering Broodjes"	6	6	6
"Koetjes en Kalfjes Restaurant"	6	6	6
"Koetshuis De Burcht"	6	6	6
"Koning Willem I College MBO Den Bosch"	6	6	6
"Koninklijke van Gorcum"	6	6	6
"Kookstudio De Kombuis"	6	6	6
"Kort Pack"	6	6	6
"Kraaybeekerhof Facilitair"	6	6	6
"Kralingsche Glashandel"	6	6	6
"KranenSpecialist.nl"	6	6	6
"KVSA van Halverhout & Zwart en Zurmühlen"	6	6	6
"KVS Kantoorinrichtignen"	6	6	6
"Kwaliteitskring Noord Nederland"	6	6	6
"La Bouquetterie"	6	6	6
"La Carte Internet"	6	6	6
"La Galleria"	6	6	6
"L.A.J.M. van Langh/Brasserie De Koepel"	6	6	6
"Laman Dexis Zoetermeer Technische Groothandel"	6	6	6
"Lankhorst Taselaar B.V."	6	6	6
"Lanting Reizen"	6	6	6
"Las Fiestas Del Mundo"	6	6	6
"Lavifoto"	6	6	6
"Lebowski Grand Café (vh Lofen)"	6	6	6
"Leeswereld"	6	6	6
"Leijdsman Elektro"	6	6	6
"Le Passage"	6	6	6
"Lexlumen"	6	6	6
"L'Hirondelle Restaurant"	6	6	6
"LIB Businessgames"	6	6	6
"Liff Restaurant Grandcafé"	6	6	6
"Limon Spaans Restaurant "	6	6	6
"Lindorff"	6	6	6
"Linguist Link Europe"	6	6	6
"Link Art Company"	6	6	6
"LOAK Landelijk Opleidingscentrum Aanpak Kindermishandeling"	6	6	6
"Locatienet"	6	6	6
"Logacom"	6	6	6
"Logochoc"	6	6	6
"Lommerrijk (incl. Dok 99)"	6	6	6
"Lotis (vh Van Lammeren & van Rijsewijk)"	6	6	6
"Loyens & Loeff"	6	6	6
"LTC - Leeuwarder Taxi Centrale"	6	6	6
"M2Support"	6	6	6
"Maars Projecten"	6	6	6
"Madeleine"	6	6	6
"Magnus Grafische Afwerkers"	6	6	6
"Makeblijde"	6	6	6
"Malieveld Paviljoen den Haag"	6	6	6
"Marcel van Hoorn Fotografie"	6	6	6
"Maritiem Museum Rotterdam"	6	6	6
"Marktzicht Restaurant"	6	6	6
"Martens Van Wezel Kartonnages"	6	6	6
"Martijn Beekman Fotografie"	6	6	6
"Masco"	6	6	6
"Matrijs Stichting"	6	6	6
"Matrix IT B.V."	6	6	6
"Meander Medisch Centrum"	6	6	6
"Mede Organisatie-Advies-Training"	6	6	6
"MediaCafé Amsterdam-Westergasfabriek"	6	6	6
"Media College"	6	6	6
"Media Groep Limburg"	6	6	6
"Medica Europe"	6	6	6
"Medipreventiecentrum"	6	6	6
"Meetpapier"	6	6	6
"Mennorode"	6	6	6
"M EX T Netherlands"	6	6	6
"MfN Mediatorsfederatie Nederland (vh NMI Nederlands Mediation Instituut)"	12	24	6
"Michel Patisserie Chocolaterie"	6	6	6
"Mijndomein.nl"	6	6	6
"Mind Your Business"	6	6	6
"Mixact"	6	6	6
"MKPC Molenaar, Koet & Partners Consultant"	6	6	6
"Molecaten Horeca"	6	6	6
"Monster Events"	6	6	6
"Moorman Karton Weesp"	6	6	6
"MSSA Musis Sacrum/Schouwburg Arnhem"	6	6	6
"Multiply-IT"	6	6	6
"Mur Conditioning"	6	6	6
"Museum Speelklok (vh Museum van Speelklok tot Pierement)"	6	6	6
"Muzieum"	6	6	6
"MW&V"	6	6	6
"My Facilities"	6	6	6
"M.Z.S."	6	6	6
"Nadrukkelijk"	6	6	6
"Naf - Nederlands Architectuur Forum"	6	6	6
"Natuurhistorisch Genootschap"	6	6	6
"Nederlandsche Uitgeversmaatschappij"	6	6	6
"Nederlands Dagblad"	6	6	6
"Nederlandse EMC-ESD Vereniging"	6	6	6
"Nederlands Instituut voor Navigatie"	6	6	6
"Nefkens"	6	6	6
"Neo-Mundo"	6	6	6
"Netwerk"	6	6	6
"Next Kitchen"	6	6	6
"Nieuw Domein Uitgever"	6	6	6
"NL-Jug"	6	6	6
"Nobbe Mieras trainingen"	6	6	6
"NonFood4Profs"	6	6	6
"Nooteboom Trailer Service (incl. NFTS)"	6	6	6
"Novek (incl. Aarding Components)"	6	6	6
"Noviprint"	6	6	6
"Novius"	6	6	6
"NSCR Nederlands Studiecentrum Criminaliteit en Rechtshandhaving"	6	6	6
"NS OV-Fiets"	6	6	6
"NSVV Nederlandse Stichting voor Verlichtingskunde"	6	6	6
"NVDO Nederlandse Vereniging voor Doelmatig Onderhoud"	6	6	6
"NVKC Nederlandse Vereniging Voor Klinische Chemie en Laboratorium"	6	6	6
"NVP Nederlandse Vereniging voor Psychotherapie"	6	6	6
"O = 4"	6	6	6
"OBUG Oracle Benelux User Group"	6	6	6
"O'Caseys Irish Pub & Restaurant"	6	6	6
"ODS"	6	6	6
"Olympus"	12	24	6
"Omroep Muziek Stg"	6	6	6
"Oni Japanese Dining"	6	6	6
"Openbare Bibliotheek Amsterdam"	6	6	6
"Open Campus"	6	6	6
"Original Tours en Events Amsterdam"	6	6	6
"Otten's Fax Catering Service"	6	6	6
"Outdoorburo (Dennis Bornebroek)"	6	6	6
"Panorama Mesdag"	6	6	6
"Parkeerbedrijf Gemeente Groningen"	6	6	6
"Parkeer Beheer Roosendaal"	6	6	6
"Pasmans Bloemisterij"	6	6	6
"Passionned"	6	6	6
"Pasteur Reizen"	6	6	6
"Paulcoumans"	6	6	6
"PBT Beveiliging en Telecom"	6	6	6
"Pearle Opticiens"	6	6	6
"Peinemann Heftrucks"	6	6	6
"Pemar Technische Groothandel"	6	6	6
"PEP Den Haag"	6	6	6
"Performis"	6	6	6
"Perkinelmer Nederland"	6	6	6
"Petit Pain Lunchverzorging"	6	6	6
"P. Hendriks Ijzerwaren en Gereedschap"	6	6	6
"Phit"	6	6	6
"Picasso Restaurants"	6	6	6
"Pieterson Boulangerie"	6	6	6
"Pino Evenementen & Congressen"	6	6	6
"Pizzeria Taormina"	6	6	6
"Plasman Banketbakkerij"	6	6	6
"Plastiglas"	6	6	6
"Polder Horeca"	6	6	6
"Polichlo Safety & More"	6	6	6
"Pom Hospitality"	6	6	6
"Poortvliet Fotografie"	6	6	6
"Poppelaars Tuincentrum"	6	6	6
"Pop-up Fun"	6	6	6
"Prelum Uitgevers"	6	6	6
"Primaned"	6	6	6
"Prinsenhof Hotel (Groningen)"	6	6	6
"Printxpress"	6	6	6
"Priority Telecom Netherlands"	6	6	6
"Prof.Mr. B.M. Teldersstichting"	6	6	6
"Projektivity"	6	6	6
"Promit Ter Haar"	6	6	6
"Pronto Pronto"	6	6	6
"Protempo"	6	6	6
"Publicount"	6	6	6
"Public Servants"	6	6	6
"Pura catering (Arts & Dennissen)"	6	6	6
"P. van Leeuwen Technische Handelsonderneming"	6	6	6
"QlikTech Netherlands"	6	6	6
"Quartier du Port Hotel"	6	6	6
"Que Pasa Tapasbar"	6	6	6
"R&A"	6	6	6
"Radio Royaal"	6	6	6
"Rain Men"	6	6	6
"Rakos Beheer"	6	6	6
"RCG Reprografisch Centrum Groningen"	6	6	6
"Regionaal Bureau Voor Toerisme Kan"	6	6	6
"Remto Automaterialen"	6	6	6
"Rensen Regeltechniek"	6	6	6
"Resetmanagement"	6	6	6
"Residentie Ontdekkingen"	6	6	6
"Retraiterie Rottemeren"	6	6	6
"Revis Verkeerstechniek"	6	6	6
"Rienties Techniek"	6	6	6
"Rijkhoff M."	6	6	6
"Rijnja Repro"	6	6	6
"Ripe Ncc"	6	6	6
"Rob Jastrzebski"	6	6	6
"Rodizio Brazilian Restaurant"	6	6	6
"Roland Vos Catering & Events"	6	6	6
"Romex"	6	6	6
"Rooth Partyservice"	6	6	6
"Rotterdam Marathon"	6	6	6
"Ruben Jorksveld Fotografie"	6	6	6
"Rudde Dakbedekking"	6	6	6
"Saarloos Automotive Equipment"	6	6	6
"Safe And Sure Nederland"	6	6	6
"SaferSpaces"	6	6	6
"Safe & Secure van der Meer"	6	6	6
"Salsaparilla"	6	6	6
"Samson Cafe"	6	6	6
"S and S Food Services"	6	6	6
"Sauter Wijnen"	6	6	6
"Savelberg Restaurant Hotel"	6	6	6
"Sawo Foodservices (incl. Wox Restaurant)"	6	6	6
"SBK Facilitair Bedrijf (Stichting Beeldende Kunst)"	6	6	6
"Scandinavisch Dorp"	6	6	6
"Schoonenberg Hoorcomfort"	6	6	6
"Schortinghuis Restaurant"	6	6	6
"Scil For Your Skills"	6	6	6
"Scope Business Media"	6	6	6
"Screen Check"	6	6	6
"Se7ven Restaurant Utrecht"	6	6	6
"Sea Palace Amsterdam"	6	6	6
"Secupro"	6	6	6
"SeeTrue (mindfulness-trainingen)"	6	6	6
"Sendsteps"	6	6	6
"SENET EINDHOVEN"	6	6	6
"Sheraton Hotel"	6	6	6
"Showtime Evenementenbureau"	6	6	6
"Silo Today"	6	6	6
"Slimshops"	6	6	6
"Smeding"	6	6	6
"Sneeuwattractiepark Skidôme"	6	6	6
"Snelvertaler"	6	6	6
"SOBA Security Opleidingen"	6	6	6
"SoftDirect"	6	6	6
"Spaarnestad Foto"	6	6	6
"Specialiteitenhuys Hulsebosch"	6	6	6
"SPG (incl. Strapex)"	6	6	6
"Spirit in Bedrijf"	6	6	6
"Sportfondsen Haarlemmermeer"	6	6	6
"Sportieve Evenementen Peter Oversteegen"	6	6	6
"SPO Stichting Personeelsinstrumenten Onderwijs"	6	6	6
"Springhaver Theater Cafe"	6	6	6
"Staalhandel Staphorst"	6	6	6
"Stadhuis Lunchcafe"	6	6	6
"Stadsschouwburg en Philharmonie"	6	6	6
"Stadzigt Gasterij"	6	6	6
"Stalplein"	6	6	6
"STECR Stg Expertisecentrum Reïntegratie"	6	6	6
"Steenhuismeurs"	6	6	6
"Stern Groep (incl. Arend Motors, Arend Auto)"	6	6	6
"Stg Adelante Zorg"	6	6	6
"Stg. Het Utrechts Landschap"	6	6	6
"Stg Postdoctorale Opleidingen I&M"	6	6	6
"Stg. Vakblad Natuur Bos Landschap"	6	6	6
"Stg Woonwagen Nieuws"	6	6	6
"Stichting Aanbestedingsrecht"	6	6	6
"Stichting Bestuur en Toezicht Triade"	6	6	6
"Stichting Crisislab"	6	6	6
"Stichting de Viersprong"	6	6	6
"Stichting Exploitatie Accommodatie VELO"	6	6	6
"Stichting het Nederlands Persmuseum"	6	6	6
"Stichting HRR Wegwedstrijd"	6	6	6
"Stichting Hulpverleners Magazine"	6	6	6
"Stichting Marine Cantine Dienst"	6	6	6
"Stichting Werelderfgoed Kinderdijk"	6	6	6
"Stoffer Banketbakkerij"	6	6	6
"Strandhotel"	6	6	6
"Strandpaviljoen Zoomers Castricum"	6	6	6
"STT-Produkties"	6	6	6
"STYLE-UPDATE"	6	6	6
"Suite Hotel Pincoffs"	6	6	6
"Sushitoday"	6	6	6
"Swakhoven"	6	6	6
"SWP Uitgeverij"	6	6	6
"Symbol"	6	6	6
"Taalstrategie Commuicatie en Framingadvies"	6	6	6
"Taaltaal"	6	6	6
"Taarten.nl"	6	6	6
"Take Fresh"	6	6	6
"Tampat Senang Indisch Restaurant"	6	6	6
"Taste the Wine Bar"	6	6	6
"Taverne Meer & Bosch"	6	6	6
"Taxi en Bergingsbedrijf Dorenbos"	6	6	6
"TCA Telecom"	6	6	6
"Technocon Holding"	6	6	6
"'t Eetcafé Den Haag"	6	6	6
"Termifa"	6	6	6
"Terminus Hotel"	6	6	6
"The DJ Company"	6	6	6
"The Game Company"	6	6	6
"Th. Engering"	6	6	6
"The Prince"	6	6	6
"The Sparring Partners"	6	6	6
"Thomas Fasting"	6	6	6
"TKB - Trust Krediet Beheer"	6	6	6
"Top-Care Zorg- en Verzuimbeheer"	6	6	6
"Topsport Noord Nederland"	6	6	6
"Top Tours"	6	6	6
"TotalKlima"	6	6	6
"Total Nederland"	6	6	6
"Touringcar Dortmans"	6	6	6
"TranQ"	6	6	6
"transform@work"	6	6	6
"Tridata"	6	6	6
"Tri Tunggal"	6	6	6
"Tutorial Opleidingen & Advies"	6	6	6
"'T Voorhuis Hotel-Restaurant-Grandcafe"	6	6	6
"TVVL Nederlandse Technische Vereniging"	6	6	6
"T Winkeltje"	6	6	6
"Uitgeversmaatschappij Walburg Pers"	6	6	6
"Uit je eigen stad"	6	6	6
"Uitjes in Holland"	6	6	6
"Ultimoo Incasso"	6	6	6
"Unicef Nederland"	6	6	6
"Up Learning (vh Stoas)"	12	24	6
"Urbanet"	6	6	6
"Va Bien"	6	6	6
"VakwinkelTotaal (incl. buitenlampentotaal)"	6	6	6
"Vallei Auto Groep"	6	6	6
"Van Apeldoorn Schildersbedrijf"	6	6	6
"Van Beek Art Supplies"	6	6	6
"Van Boven Publicaties"	6	6	6
"Van Buuren Restaurant"	6	6	6
"Van den Dool Beveiligingstechniek (incl. Detec)"	6	6	6
"Van der Dussen Restaurant"	6	6	6
"Van der Kreeft Heftrucks"	6	6	6
"Van der Laan Kantoorefficiency"	6	6	6
"Van der Maarel Sfeerdecoraties"	6	6	6
"Van der Pluijm & Roodenrijs de Bakkers"	6	6	6
"Van der Vlugt Glashandel"	6	6	6
"Van Enckevort Groothandel"	6	6	6
"Van Ginkel Groep Hoveniersbedrijf (incl. Pius Floris)"	12	24	6
"Van Haren Publishing"	6	6	6
"Van Liempd Tuin en Parkmachines B.V."	6	6	6
"Van Loenen Instrumenten"	6	6	6
"Van Loen Groentechniek"	6	6	6
"Van Stockums Veilingen"	6	6	6
"VDLC van der Linden Communicatie Publishers/Consultants"	6	6	6
"Veen Magazines"	6	6	6
"Veilig Verkeer Nederland"	6	6	6
"Veld Koeltechniek"	6	6	6
"Veldman Advies"	6	6	6
"Velzen Textielreiniging (incl. Zilvermeeuw)"	6	6	6
"Vereniging van Registercontrollers"	6	6	6
"Vereniging voor Arbeidsrecht"	6	6	6
"Verloren Uitgeverij"	6	6	6
"Vermeij Verpakkingsmateriaal"	6	6	6
"Versteden Papier"	6	6	6
"Vesting Finance Incasso"	6	6	6
"Via Milia"	6	6	6
"Victoria EHP Exploitatie Hotel"	6	6	6
"Vijfschaft Catering en Verhuur"	6	6	6
"Villa Westend"	6	6	6
"Violien Bloemisten"	6	6	6
"Virtumedia"	6	6	6
"Vis en Meer"	6	6	6
"Vissers Oliehandel Horst"	6	6	6
"Vlaams Arsenaal"	6	6	6
"VLM Stichting Logistieke Examens"	6	6	6
"VOC-Cafe in de Schreierstoren"	6	6	6
"Volta Limburg"	6	6	6
"Voorzet Arbeid"	6	6	6
"Vorm Consult"	6	6	6
"Vos en Setz"	6	6	6
"Vos van Loon & Partners"	6	6	6
"Vreugde Tours"	6	6	6
"Vriens Archeo Flex"	6	6	6
"Vvbhusan"	6	6	6
"Wagner Group"	6	6	6
"Waterreus De"	6	6	6
"Wealer"	6	6	6
"Webelect"	6	6	6
"Weer een Los"	6	6	6
"WEG Water Events Geertruidenberg"	6	6	6
"WeShareTalent"	6	6	6
"We Young Folks"	6	6	6
"Wijnhandel Barrique"	6	6	6
"Wildeboer Bouwbedrijf"	6	6	6
"Wilhelmientje"	6	6	6
"Wissenkerke"	6	6	6
"W.J. van Hoogstraten Boekhandel"	6	6	6
"Wokpaleis Friesland"	6	6	6
"Worktrainer"	6	6	6
"Woundcare Consultant"	6	6	6
"Wybenga Advocaten"	6	6	6
"XTG Xpert Training Group"	6	6	6
"Xzellent"	6	6	6
"YES!Delft B.V."	6	6	6
"Yesgifts"	6	6	6
"Yorcom Computers"	6	6	6
"Youwe Creative (incl. OOiP20)"	6	6	6
"Zaans Museum"	6	6	6
"Zanzibar Beachclub"	6	6	6
"Zeezicht Hotel-Café-Restaurant"	6	6	6
"Zenne Restaurant"	6	6	6
"Zeno Adviesbureau"	6	6	6
"Zetes"	6	6	6
"Zoef"	6	6	6
"Zomerlust Brasserie en Restaurant"	6	6	6
"Zuiver Restaurant"	6	6	6
"Zwarte Zwaan Events"	6	6	6
"Liander"	23	89	5.9438202247191
"Heuvelman Sound & Vision"	14	33	5.93939393939394
"Dirksen Schoonmaakartikelen en Bedrijfskleding"	15	38	5.92105263157895
"Ipsos (incl. Synovate)"	15	38	5.92105263157895
"Panteia (incl. Stratus, Consult, Eim, Research Voor Beleid, NEA)"	22	82	5.90243902439024
"Boerhof Projectinrichting Heeten"	20	68	5.88235294117647
"Van Buuren Verkeersschool, Beroepsopleiding"	10	17	5.88235294117647
"DataExpert"	13	29	5.82758620689655
"ZCN Totaalvervoer (incl. Zorgvervoercentrale Nederland)"	13	29	5.82758620689655
"Info Support"	16	44	5.81818181818182
"Laheij Gespreksleiding"	8	11	5.81818181818182
"Nederlands Huisartsen Genootschap"	8	11	5.81818181818182
"Black Box"	9	14	5.78571428571429
"Insyde"	9	14	5.78571428571429
"Kees Kaptein Teksten"	9	14	5.78571428571429
"Margolin (vh Loyalis Mens en Werk)"	9	14	5.78571428571429
"NIVOO Opleidingen & Uitgeverij"	9	14	5.78571428571429
"Plaatwerkindustrie Tol"	9	14	5.78571428571429
"Van der Veeken en De Bruijn Trainingen"	9	14	5.78571428571429
"Hucag Human Capital Group (incl. Fanplay)"	11	21	5.76190476190476
"Karmac Informatie & Innovatie"	11	21	5.76190476190476
"Paul van Empel Presentatiesystemen"	11	21	5.76190476190476
"Van Kralingen (Hizkia)"	12	25	5.76
"ABF Group (incl. ABF Research en ABF Software)"	14	35	5.6
"IV Groep (incl. Infra, Software, Oil&Gaz)"	14	35	5.6
"Sas Institute"	16	46	5.56521739130435
"Insight Enterprises Netherlands"	17	52	5.55769230769231
"AP-Art"	10	18	5.55555555555556
"Azerty Hardware"	10	18	5.55555555555556
"B&G Hekwerk"	10	18	5.55555555555556
"Flex I.D."	10	18	5.55555555555556
"Frisse Blikken ondernemen met Talent"	10	18	5.55555555555556
"Haai"	10	18	5.55555555555556
"MECC Hotel Service"	10	18	5.55555555555556
"Philips Electronics Nederland"	10	18	5.55555555555556
"Run2Day"	10	18	5.55555555555556
"Teeuwissen Rioolreiniging"	10	18	5.55555555555556
"The Square Mile"	10	18	5.55555555555556
"NRG Nuclear Research And Consultancy Group - Petten, Individual Monitoring, Radiation&Environment"	12	26	5.53846153846154
"Vicrea Solutions"	12	26	5.53846153846154
"Dtz Zadelhoff"	21	80	5.5125
"Fugro (incl. EcoPlan, Aerial Mapping, Ingenieursbureau, Inpark)"	15	41	5.48780487804878
"Endinet"	13	31	5.45161290322581
"Acanthis Document Solutions"	7	9	5.44444444444444
"Adams Muziekcentrale"	7	9	5.44444444444444
"Axway"	7	9	5.44444444444444
"Bakker Professional"	7	9	5.44444444444444
"Bavaria (Extinguisher)"	7	9	5.44444444444444
"Bouwmeester van Leeuwen"	7	9	5.44444444444444
"Brandsma Dakservice"	7	9	5.44444444444444
"Brasserie Lunchroom La Cour"	7	9	5.44444444444444
"BTB Organisatie"	7	9	5.44444444444444
"Buitenhuis Autoverhuur"	7	9	5.44444444444444
"Campro Scientific"	7	9	5.44444444444444
"Cuban Cultural Ventures"	7	9	5.44444444444444
"Cure & Care Development"	7	9	5.44444444444444
"De Context"	7	9	5.44444444444444
"Dedicon"	7	9	5.44444444444444
"De Ruif Restaurant-Café-Catering"	7	9	5.44444444444444
"De Ruwenberg Opleidingscentrum"	7	9	5.44444444444444
"De Wilde Pieters"	7	9	5.44444444444444
"D&I Ondersteuning In Opleiding"	7	9	5.44444444444444
"Electrotechnisch Installatiebureau Randstad"	7	9	5.44444444444444
"Elreka Hekwerken"	7	9	5.44444444444444
"Firecom Emergency Services"	7	9	5.44444444444444
"Heynen"	7	9	5.44444444444444
"Holmatro Rescue Equipment B.V."	7	9	5.44444444444444
